P04710	SGD	S0004660	AAC1		GO:0005743	SGD_REF:12031|PMID:2167309	TAS		C	ADP/ATP translocator	YMR056C	gene	taxon:4932	20010118
P04710	SGD	S0004660	AAC1		GO:0006854	SGD_REF:12031|PMID:2167309	IDA		P	ADP/ATP translocator	YMR056C	gene	taxon:4932	20010118
P04710	SGD	S0004660	AAC1		GO:0005471	SGD_REF:12031|PMID:2167309	IDA		F	ADP/ATP translocator	YMR056C	gene	taxon:4932	20010213
P18238	SGD	S0000289	AAC3		GO:0005743	SGD_REF:13606|PMID:1915842	TAS		C	ADP/ATP translocator	YBR085W|ANC3	gene	taxon:4932	20010118
P18238	SGD	S0000289	AAC3		GO:0006854	SGD_REF:13606|PMID:1915842	IMP		P	ADP/ATP translocator	YBR085W|ANC3	gene	taxon:4932	20010118
P18238	SGD	S0000289	AAC3		GO:0005471	SGD_REF:13606|PMID:1915842	IMP		F	ADP/ATP translocator	YBR085W|ANC3	gene	taxon:4932	20010213
P47182	SGD	S0003916	AAD10		GO:0005554	SGD_REF:32926	ND		F	aryl-alcohol dehydrogenase (putative)	YJR155W	gene	taxon:4932	20010119
P47182	SGD	S0003916	AAD10		GO:0000004	SGD_REF:32926	ND		P	aryl-alcohol dehydrogenase (putative)	YJR155W	gene	taxon:4932	20010119
P47182	SGD	S0003916	AAD10		GO:0008372	SGD_REF:32926	ND		C	aryl-alcohol dehydrogenase (putative)	YJR155W	gene	taxon:4932	20010119
P42884	SGD	S0005275	AAD14		GO:0005554	SGD_REF:32926	ND		F	aryl-alcohol dehydrogenase (putative)	YNL331C	gene	taxon:4932	20010119
P42884	SGD	S0005275	AAD14		GO:0000004	SGD_REF:32926	ND		P	aryl-alcohol dehydrogenase (putative)	YNL331C	gene	taxon:4932	20010119
P42884	SGD	S0005275	AAD14		GO:0008372	SGD_REF:32926	ND		C	aryl-alcohol dehydrogenase (putative)	YNL331C	gene	taxon:4932	20010119
Q08361	SGD	S0005525	AAD15		GO:0005554	SGD_REF:32926	ND		F	aryl-alcohol dehydrogenase (putative)	YOL165C	gene	taxon:4932	20010119
Q08361	SGD	S0005525	AAD15		GO:0000004	SGD_REF:32926	ND		P	aryl-alcohol dehydrogenase (putative)	YOL165C	gene	taxon:4932	20010119
Q08361	SGD	S0005525	AAD15		GO:0008372	SGD_REF:32926	ND		C	aryl-alcohol dehydrogenase (putative)	YOL165C	gene	taxon:4932	20010119
P25612	SGD	S0000704	AAD3		GO:0005554	SGD_REF:32926	ND		F	aryl-alcohol dehydrogenase (putative)	YCR107W	gene	taxon:4932	20010119
P25612	SGD	S0000704	AAD3		GO:0000004	SGD_REF:32926	ND		P	aryl-alcohol dehydrogenase (putative)	YCR107W	gene	taxon:4932	20010119
P25612	SGD	S0000704	AAD3		GO:0008372	SGD_REF:32926	ND		C	aryl-alcohol dehydrogenase (putative)	YCR107W	gene	taxon:4932	20010119
Q07747	SGD	S0002402	AAD4		GO:0005554	SGD_REF:32926	ND		F	aryl-alcohol dehydrogenase (putative)	YDL243C	gene	taxon:4932	20010119
Q07747	SGD	S0002402	AAD4		GO:0000004	SGD_REF:32926	ND		P	aryl-alcohol dehydrogenase (putative)	YDL243C	gene	taxon:4932	20010119
Q07747	SGD	S0002402	AAD4		GO:0008372	SGD_REF:32926	ND		C	aryl-alcohol dehydrogenase (putative)	YDL243C	gene	taxon:4932	20010119
P43547	SGD	S0001838	AAD6		GO:0005554	SGD_REF:32926	ND		F	aryl-alcohol dehydrogenase (putative)	YFL056C	gene	taxon:4932	20010119
P43547	SGD	S0001838	AAD6		GO:0000004	SGD_REF:32926	ND		P	aryl-alcohol dehydrogenase (putative)	YFL056C	gene	taxon:4932	20010119
P43547	SGD	S0001838	AAD6		GO:0008372	SGD_REF:32926	ND		C	aryl-alcohol dehydrogenase (putative)	YFL056C	gene	taxon:4932	20010119
P53909	SGD	S0005085	AAH1		GO:0006146	SGD_REF:19798	TAS		P	adenine aminohydrolase (adenine deaminase)	YNL141W	gene	taxon:4932	20010119
P53909	SGD	S0005085	AAH1		GO:0005622	SGD_REF:19791	NAS		C	adenine aminohydrolase (adenine deaminase)	YNL141W	gene	taxon:4932	20010119
P53909	SGD	S0005085	AAH1		GO:0000034	SGD_REF:6012|PMID:6392474	IMP		F	adenine aminohydrolase (adenine deaminase)	YNL141W	gene	taxon:4932	20010118
P00856	SGD	S0007267	AAP1		GO:0015986	SGD_REF:10588|PMID:8662204	TAS		P	ATP synthase subunit 8, mitochondrially encoded	Q0080|ATP8	gene	taxon:4932	20010118
P00856	SGD	S0007267	AAP1		GO:0000276	SGD_REF:10588|PMID:8662204	TAS		C	ATP synthase subunit 8, mitochondrially encoded	Q0080|ATP8	gene	taxon:4932	20010118
P00856	SGD	S0007267	AAP1		GO:0003936	SGD_REF:10588|PMID:8662204	TAS		F	ATP synthase subunit 8, mitochondrially encoded	Q0080|ATP8	gene	taxon:4932	20010118
P37898	SGD	S0001089	AAP1'		GO:0000004	SGD_REF:32926	ND		P	arginine/alanine aminopeptidase	YHR047C|AAP1	gene	taxon:4932	20010119
P37898	SGD	S0001089	AAP1'		GO:0008372	SGD_REF:32926	ND		C	arginine/alanine aminopeptidase	YHR047C|AAP1	gene	taxon:4932	20010119
P37898	SGD	S0001089	AAP1'		GO:0004177	SGD_REF:11887|PMID:8100228	ISS		F	arginine/alanine aminopeptidase	YHR047C|AAP1	gene	taxon:4932	20010118
P32357	SGD	S0000170	AAR2		GO:0005554	SGD_REF:32926	ND		F		YBL074C	gene	taxon:4932	20010119
P32357	SGD	S0000170	AAR2		GO:0008372	SGD_REF:32926	ND		C		YBL074C	gene	taxon:4932	20010119
P32357	SGD	S0000170	AAR2		GO:0006371	SGD_REF:7024|PMID:1922071	IMP		P		YBL074C	gene	taxon:4932	20010118
Q01802	SGD	S0001589	AAT1		GO:0006533	SGD_REF:19798	TAS		P	aspartate aminotransferase	YKL106W	gene	taxon:4932	20010119
Q01802	SGD	S0001589	AAT1		GO:0004069	SGD_REF:2884|PMID:1482685	ISS		F	aspartate aminotransferase	YKL106W	gene	taxon:4932	20010118
Q01802	SGD	S0001589	AAT1		GO:0005739	SGD_REF:2884|PMID:1482685	TAS		C	aspartate aminotransferase	YKL106W	gene	taxon:4932	20010118
P23542	SGD	S0004017	AAT2		GO:0006533	SGD_REF:19798	TAS		P	aspartate aminotransferase	YLR027C|ASP5	gene	taxon:4932	20010119
P23542	SGD	S0004017	AAT2		GO:0004069	SGD_REF:17864|PMID:1859361	IDA		F	aspartate aminotransferase	YLR027C|ASP5	gene	taxon:4932	20010118
P23542	SGD	S0004017	AAT2		GO:0005737	SGD_REF:114|PMID:9288922	TAS		C	aspartate aminotransferase	YLR027C|ASP5	gene	taxon:4932	20010118
P23542	SGD	S0004017	AAT2		GO:0005777	SGD_REF:114|PMID:9288922	TAS		C	aspartate aminotransferase	YLR027C|ASP5	gene	taxon:4932	20010118
P23542	SGD	S0004017	AAT2		GO:0006536	SGD_REF:17864|PMID:1859361	NAS		P	aspartate aminotransferase	YLR027C|ASP5	gene	taxon:4932	20010118
P23542	SGD	S0004017	AAT2		GO:0006807	SGD_REF:17864|PMID:1859361	NAS		P	aspartate aminotransferase	YLR027C|ASP5	gene	taxon:4932	20010118
P27697	SGD	S0003087	ABC1		GO:0008372	SGD_REF:32926	ND		C		YGL119W	gene	taxon:4932	20010119
P27697	SGD	S0003087	ABC1		GO:0003754	SGD_REF:12883|PMID:9210471	IMP		F		YGL119W	gene	taxon:4932	20010118
P27697	SGD	S0003087	ABC1		GO:0006122	SGD_REF:12883|PMID:9210471	IMP		P		YGL119W	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0008372	SGD_REF:32926	ND		C	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010119
P32783	SGD	S0000440	ABD1		GO:0004482	SGD_REF:11584|PMID:7623811	ISS		F	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0004482	SGD_REF:11584|PMID:7623811	IDA		F	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P32783	SGD	S0000440	ABD1		GO:0006370	SGD_REF:11584|PMID:7623811	IDA		P	RNA (guanine-7-)methyltransferase (cap methyltransferase)	YBR236C	gene	taxon:4932	20010118
P14164	SGD	S0001595	ABF1		GO:0006350	SGD_REF:24083	IEA		P	ARS1 binding protein, transcriptional activator	YKL112W|REB2|OBF1|BAF1	gene	taxon:4932	20010119
Q02486	SGD	S0004676	ABF2		GO:0000002	SGD_REF:24083	IEA		P	HMG-1 homolog	YMR072W	gene	taxon:4932	20010119
P47146	SGD	S0003869	ABM1		GO:0000004	SGD_REF:32926	ND		P		YJR108W	gene	taxon:4932	20020523
P47146	SGD	S0003869	ABM1		GO:0005554	SGD_REF:32926	ND		F		YJR108W	gene	taxon:4932	20020523
P47146	SGD	S0003869	ABM1		GO:0008372	SGD_REF:32926	ND		C		YJR108W	gene	taxon:4932	20020523
P15891	SGD	S0000684	ABP1		GO:0005856	SGD_REF:4679|PMID:2405279	TAS		C	actin binding protein	YCR088W	gene	taxon:4932	20010118
P15891	SGD	S0000684	ABP1		GO:0003779	SGD_REF:19791	NAS		F	actin binding protein	YCR088W	gene	taxon:4932	20010119
P15891	SGD	S0000684	ABP1		GO:0000283	SGD_REF:4679|PMID:2405279	IMP		P	actin binding protein	YCR088W	gene	taxon:4932	20010302
P15891	SGD	S0000684	ABP1		GO:0000147	SGD_REF:4679|PMID:2405279	IMP		P	actin binding protein	YCR088W	gene	taxon:4932	20010705
P15891	SGD	S0000684	ABP1		GO:0005737	SGD_REF:32779|PMID:11914276	IDA		C	actin binding protein	YCR088W	gene	taxon:4932	20020507
